6a	8a	B1	B13	B14	B17	B18	B2	B5	B6
ENSG00000274624	0	1	0	0	3	0	4	3	0	1
ENSG00000274628	2	11	0	6	24	0	0	3	0	0
ENSG00000274641	4	5	9	2	14	10	12	32	0	11
ENSG00000274660	9	1	0	0	5	2	2	7	3	7
ENSG00000274677	33	30	10	37	17	11	30	17	14	25
ENSG00000274678	0	0	2	0	2	0	1	1	0	0
ENSG00000274686	0	3	2	0	5	0	0	4	0	0
ENSG00000274712	490	420	515	438	535	371	300	458	338	397
ENSG00000274717	0	0	6	0	4	5	4	3	4	3
ENSG00000274736	41	16	22	83	42	26	8	12	33	23
ENSG00000274737	1	3	0	0	0	3	3	7	0	0
ENSG00000274742	0	2	0	1	4	2	0	2	6	0
ENSG00000274750	3	31	9	23	105	10	36	25	2	4
ENSG00000274751	0	4	6	0	3	0	3	4	0	0
ENSG00000274752	340	109	24	45	193	71	132	147	107	129
ENSG00000274756	1	0	0	0	3	1	0	0	0	1
ENSG00000274760	168	158	75	109	126	52	69	93	133	119
ENSG00000274765	0	0	0	0	0	1	2	2	1	0
ENSG00000274767	12	15	5	9	11	8	8	8	7	2
ENSG00000274772	0	1	2	8	0	2	0	2	0	0
ENSG00000274775	2	2	4	3	5	10	6	8	6	10
ENSG00000274776	0	2	0	0	2	0	3	4	1	0
ENSG00000274808	6	2	2	15	3	2	1	2	11	4
ENSG00000274810	0	0	33	0	49	18	34	0	0	29
ENSG00000274818	11	9	2	9	8	9	12	2	2	17
ENSG00000274825	0	2	4	13	7	4	2	4	0	2
ENSG00000274827	0	0	3	2	1	0	0	1	8	0
ENSG00000274828	57	32	61	84	31	74	19	40	61	77
ENSG00000274845	4	1	0	0	1	0	2	4	0	0
ENSG00000274847	73	47	10	78	70	13	15	33	51	128
ENSG00000274859	0	3	1	0	2	2	3	0	0	0
ENSG00000274874	4	0	4	0	0	0	4	1	0	0
ENSG00000274885	7	13	5	0	8	3	2	0	14	1
ENSG00000274897	1	0	2	4	0	3	3	2	1	6
ENSG00000274904	0	2	1	0	10	1	3	3	1	5
ENSG00000274911	0	1	0	1	1	0	0	2	1	1
ENSG00000274918	2	7	7	4	4	2	11	8	0	1
ENSG00000274922	6	4	7	5	19	13	18	13	4	16
ENSG00000274925	2	10	8	13	9	9	15	5	16	13
ENSG00000274929	2	2	7	6	3	1	0	0	7	0
ENSG00000274943	11	19	14	8	16	18	14	14	3	9
ENSG00000274944	27	34	24	53	82	71	48	33	29	55
ENSG00000274949	7	0	4	8	0	0	7	0	0	1
ENSG00000274956	19	7	7	2	8	4	16	7	9	14
ENSG00000274963	36	32	8	5	2	6	21	7	25	17
ENSG00000274964	6	3	3	9	10	4	12	8	1	16
ENSG00000274979	15	9	6	9	3	10	18	8	3	8
ENSG00000274997	0	0	5	0	6	0	4	10	0	0
ENSG00000275004	7	29	25	55	35	44	20	20	18	37
ENSG00000275023	2701	3150	2175	1604	3927	3317	3916	5096	2349	3853
ENSG00000275040	0	1	1	1	0	0	0	0	0	4
ENSG00000275046	0	1	0	0	1	1	0	1	0	1
ENSG00000275052	1072	868	1271	1162	973	1249	750	869	826	1072
ENSG00000275055	2	10	12	3	5	5	0	11	2	8
ENSG00000275056	19	17	24	37	16	20	17	12	29	30
ENSG00000275066	915	2093	1728	1215	2538	1660	1874	2914	1252	1943
ENSG00000275074	11	9	4	20	48	10	48	22	42	40
ENSG00000275091	0	13	4	0	1	4	8	0	17	12
ENSG00000275092	9	22	12	7	39	23	9	15	29	23
ENSG00000275106	11	12	9	4	8	6	6	2	4	0
ENSG00000275111	26	20	27	21	61	57	17	35	54	41
ENSG00000275120	11	1	0	3	6	3	3	12	4	13
ENSG00000275121	9	3	0	10	8	10	0	5	2	0
ENSG00000275126	0	0	3	0	1	2	1	5	0	0
ENSG00000275131	265	803	103	233	674	435	574	521	82	220
ENSG00000275139	8	1	6	6	6	6	1	1	2	2
ENSG00000275152	1	5	2	2	9	7	3	6	5	0
ENSG00000275158	7	23	21	11	37	9	22	22	0	7
ENSG00000275180	6	9	5	0	18	7	16	1	4	6
ENSG00000275183	5	5	10	10	14	6	9	9	21	6
ENSG00000275185	0	0	0	0	4	2	1	0	0	2
ENSG00000275198	27	24	10	16	9	10	7	20	20	9
ENSG00000275202	16	14	28	28	34	55	34	35	17	12
ENSG00000275210	9	7	29	51	15	28	5	5	12	21
ENSG00000275212	9	5	0	0	0	0	6	8	0	4
ENSG00000275216	9	9	13	7	21	4	30	46	12	8
ENSG00000275221	7	10	0	4	6	3	11	6	8	12
ENSG00000275223	0	1	0	0	1	0	0	1	4	0
ENSG00000275226	28	18	47	12	46	31	24	21	45	24
ENSG00000275227	2	7	2	7	4	3	3	6	11	7
ENSG00000275234	0	0	0	0	0	0	6	7	4	3
ENSG00000275236	4	6	1	0	1	0	1	11	0	2
ENSG00000275243	0	3	1	0	6	1	3	0	7	11
ENSG00000275273	0	1	3	7	0	0	2	0	0	2
ENSG00000275294	0	1	1	0	4	0	3	0	0	0
ENSG00000275302	2038	885	5408	4609	1907	5079	1746	2341	4629	2605
ENSG00000275307	25	56	31	44	89	40	51	63	6	36
ENSG00000275318	43	52	43	45	52	48	56	19	50	49
ENSG00000275325	83	33	0	0	90	0	50	136	16	58
ENSG00000275332	0	3	0	24	0	1	0	1	0	4
ENSG00000275342	143	64	53	81	108	89	103	130	67	53
ENSG00000275345	0	0	1	0	0	0	1	3	0	2
ENSG00000275367	36	33	22	13	42	56	82	39	37	42
ENSG00000275379	3	2	2	5	5	0	9	11	5	1
ENSG00000275383	25	38	24	1	5	15	13	11	11	10
ENSG00000275385	2861	1391	1127	5058	1714	1549	995	863	3313	1419
ENSG00000275389	3	0	0	0	5	0	0	3	2	1
ENSG00000275395	26	23	13	68	25	66	234	17	44	40
ENSG00000275400	60	62	0	51	33	74	28	29	14	39
ENSG00000275409	9	1	4	10	7	0	2	5	12	4
ENSG00000275413	6	0	1	0	0	1	0	1	0	3
ENSG00000275418	0	2	0	0	5	0	4	4	0	8
ENSG00000275426	0	2	1	6	0	1	2	0	0	2
ENSG00000275431	10	3	0	3	0	3	0	0	9	0
ENSG00000275437	16	10	14	11	13	9	18	11	8	15
ENSG00000275441	6	3	21	12	5	7	10	8	11	23
ENSG00000275445	0	2	1	7	0	0	3	3	4	0
ENSG00000275450	6	14	3	8	5	5	2	8	11	3
ENSG00000275454	0	0	2	5	0	12	3	4	6	3
ENSG00000275457	9	3	9	11	0	1	9	10	2	1
ENSG00000275464	224	115	184	277	307	162	173	355	180	161
ENSG00000275468	1	0	1	4	1	0	1	1	5	0
ENSG00000275476	0	0	1	0	4	6	0	0	0	1
ENSG00000275481	0	2	0	6	3	3	6	0	0	2
ENSG00000275491	18	0	2	15	18	40	23	2	43	31
ENSG00000275494	17	4	4	0	7	4	5	10	6	8
ENSG00000275512	42	125	106	26	89	113	71	40	64	38
ENSG00000275532	1	2	0	0	3	1	1	0	0	1
ENSG00000275552	0	1	0	1	1	1	0	0	5	1
ENSG00000275560	41	44	28	30	57	81	53	78	18	35
ENSG00000275576	3	2	0	2	2	3	1	2	0	3
ENSG00000275580	0	0	0	2	8	0	1	4	1	7
ENSG00000275585	3	8	0	0	0	1	8	2	0	4
ENSG00000275591	0	2	4	0	9	0	6	1	4	2
ENSG00000275601	0	3	5	0	11	5	2	3	0	4
ENSG00000275638	26	16	45	7	18	24	5	4	27	20
ENSG00000275642	2	1	3	0	1	1	3	0	1	2
ENSG00000275645	6	6	3	0	0	0	0	1	1	0
ENSG00000275678	3	2	1	1	9	0	0	1	5	1
ENSG00000275688	0	0	2	9	0	0	0	2	2	0
ENSG00000275693	4	27	6	0	5	4	3	4	1	2
ENSG00000275696	0	2	0	0	1	0	4	2	4	0
ENSG00000275700	280	198	302	432	391	430	281	422	428	441
ENSG00000275703	0	1	0	0	0	1	2	1	0	0
ENSG00000275709	0	1	3	9	0	3	0	2	7	1
ENSG00000275713	28	16	12	0	8	8	19	40	0	5
ENSG00000275714	27	28	21	24	21	10	25	37	8	17
ENSG00000275718	1	1	0	0	1	0	0	0	0	3
ENSG00000275719	0	0	0	0	2	0	0	3	3	2
ENSG00000275734	9	6	14	2	7	12	12	3	14	2
ENSG00000275740	65	119	24	48	103	14	32	79	12	16
ENSG00000275743	43	28	28	19	51	40	41	45	13	82
ENSG00000275759	8	2	6	3	4	7	12	0	4	7
ENSG00000275764	37	59	25	13	25	33	26	33	35	27
ENSG00000275765	9	7	3	0	17	5	17	1	5	2
ENSG00000275772	0	3	1	9	6	3	0	8	9	4
ENSG00000275778	3	41	67	13	3	9	32	38	12	27
ENSG00000275788	0	0	5	0	0	0	0	3	3	2
ENSG00000275791	129	184	85	89	337	227	179	143	51	195
ENSG00000275793	0	9	0	0	0	4	0	8	0	10
ENSG00000275830	0	8	0	0	2	0	0	25	0	2
ENSG00000275832	0	12	3	3	49	26	21	41	3	4
ENSG00000275835	70	171	42	108	127	110	49	66	98	84
ENSG00000275840	0	4	0	3	0	0	1	2	0	9
ENSG00000275846	0	0	1	4	7	0	3	0	0	10
ENSG00000275853	2	0	0	0	1	3	1	0	0	0
ENSG00000275854	9	9	3	0	0	5	1	4	11	3
ENSG00000275857	0	2	2	0	0	0	0	1	0	1
ENSG00000275880	21	11	11	1	12	16	10	10	7	9
ENSG00000275888	0	3	0	0	7	2	4	0	0	5
ENSG00000275894	4	8	0	0	3	6	6	14	0	2
ENSG00000275895	708	675	854	1087	1068	1133	589	787	967	1015
ENSG00000275896	2	7	0	0	0	0	2	4	7	1
ENSG00000275897	2	4	2	0	0	1	9	3	4	6
ENSG00000275898	0	4	0	8	3	3	8	3	3	5
ENSG00000275910	0	1	2	0	6	4	2	1	1	1
ENSG00000275915	0	3	0	0	0	2	0	1	0	2
ENSG00000275924	10	5	5	2	7	7	13	7	11	5
ENSG00000275927	14	10	11	0	15	19	10	6	3	4
ENSG00000275936	1	2	0	0	3	0	0	0	0	1
ENSG00000275939	1	4	0	0	0	2	4	1	0	6
ENSG00000275963	2	9	7	3	2	8	15	8	19	11
ENSG00000275964	12	5	8	3	6	2	8	9	1	7
ENSG00000275993	2002	1242	1322	1583	1874	2010	2929	2362	1769	2458
ENSG00000275994	31	20	16	39	8	7	19	22	15	6
ENSG00000276007	23	6	33	18	18	34	16	14	45	22
ENSG00000276023	310	129	336	197	221	478	149	194	491	250
ENSG00000276026	0	1	2	10	2	2	3	0	7	4
ENSG00000276040	1	5	0	0	0	1	2	2	2	1
ENSG00000276043	30	17	25	47	49	18	45	93	10	44
ENSG00000276045	1860	627	1166	1066	1572	1718	1849	1624	1596	1118
ENSG00000276054	2	6	0	7	10	2	11	5	9	1
ENSG00000276058	0	2	0	0	0	3	0	7	0	3
ENSG00000276070	877	645	1453	940	1066	979	717	1602	1869	1600
ENSG00000276071	0	0	1	0	1	0	1	2	0	0
ENSG00000276085	319	124	156	157	68	106	48	117	238	118
ENSG00000276087	0	8	0	0	0	3	9	2	0	1
ENSG00000276089	10	10	6	14	2	0	15	8	5	6
ENSG00000276107	13	11	3	8	5	9	6	5	10	0
ENSG00000276115	3	3	5	0	5	0	4	1	0	5
ENSG00000276116	5	7	2	7	6	6	17	5	4	6
ENSG00000276127	6	1	1	3	2	1	2	1	3	1
ENSG00000276131	9	0	0	7	0	0	2	2	2	0
ENSG00000276136	13	42	45	34	13	39	34	17	45	57
ENSG00000276141	208	183	154	120	122	93	94	115	87	138
ENSG00000276148	0	3	7	0	2	2	4	4	8	6
ENSG00000276150	2	18	11	0	10	23	8	5	3	23
ENSG00000276160	0	5	0	0	0	9	7	4	0	3
ENSG00000276161	0	2	0	0	0	0	4	2	0	2
ENSG00000276168	4	52	95	109	145	97	127	96	99	130
ENSG00000276174	0	4	1	5	3	0	0	0	0	0
ENSG00000276178	1	6	1	14	0	2	3	4	9	3
ENSG00000276180	7	3	0	0	0	0	16	10	1	4
ENSG00000276182	29	47	49	26	35	32	33	22	37	31
ENSG00000276188	0	0	3	6	2	0	4	2	1	3
ENSG00000276202	2	0	0	0	2	0	1	4	3	2
ENSG00000276216	19	26	52	99	17	10	9	32	30	47
ENSG00000276231	15	18	12	27	26	12	23	18	24	12
ENSG00000276234	113	104	104	103	105	92	103	106	111	103
ENSG00000276240	0	0	0	0	2	1	0	0	2	6
ENSG00000276248	0	1	4	0	0	6	8	1	1	0
ENSG00000276250	3	1	4	5	0	0	8	1	2	1
ENSG00000276259	5	2	1	4	3	2	6	9	0	13
ENSG00000276272	6	0	4	9	9	7	5	4	3	3
ENSG00000276278	0	3	6	4	0	10	7	3	1	13
ENSG00000276291	157	130	72	118	191	176	189	134	110	151
ENSG00000276293	348	533	468	596	777	751	637	1053	440	634
ENSG00000276308	16	22	2	25	8	31	0	4	10	18
ENSG00000276317	0	2	1	3	14	7	16	18	1	3
ENSG00000276334	17	48	26	6	25	18	28	29	26	30
ENSG00000276337	8	18	12	8	20	8	6	7	14	17
ENSG00000276348	0	2	0	0	3	0	1	1	0	1
ENSG00000276375	0	0	2	0	0	3	6	0	1	0
ENSG00000276390	11	6	2	2	3	7	7	5	10	9
ENSG00000276405	8	5	1	2	7	7	13	18	0	7
ENSG00000276408	0	0	1	0	0	1	0	4	0	1
ENSG00000276410	11	2	3	0	3	0	0	3	2	1
ENSG00000276411	0	7	0	0	2	9	2	0	2	1
ENSG00000276417	0	1	0	0	1	0	5	1	0	0
ENSG00000276443	0	15	8	0	6	6	5	18	2	7
ENSG00000276449	2	14	8	0	17	15	15	0	2	7
ENSG00000276454	2	2	1	0	1	3	4	5	2	7
ENSG00000276470	6	1	6	0	0	2	0	0	0	0
ENSG00000276476	40	18	9	18	13	16	10	1	0	3
ENSG00000276488	0	1	0	5	6	0	5	0	0	0
ENSG00000276509	1	1	2	2	0	1	0	1	1	2
ENSG00000276517	63	93	74	36	50	56	58	37	46	76
ENSG00000276523	7	0	0	0	2	0	2	0	0	2
ENSG00000276529	0	4	0	0	1	0	2	4	0	0
ENSG00000276533	26	45	30	4	34	17	44	49	40	15
ENSG00000276547	6	0	0	0	6	0	4	4	4	0
ENSG00000276550	423	590	418	717	1278	840	964	638	513	848
ENSG00000276557	88	88	140	93	182	163	134	185	47	134
ENSG00000276564	5	0	8	9	12	10	1	2	0	0
ENSG00000276570	3	1	3	0	12	5	22	3	0	4
ENSG00000276573	2	15	6	10	7	10	3	8	6	6
ENSG00000276588	0	0	0	0	1	4	0	1	3	0
ENSG00000276597	23	17	0	32	26	27	7	1	0	11
ENSG00000276600	22	21	78	65	25	123	9	19	97	14
ENSG00000276603	0	2	1	0	6	1	1	1	10	0
ENSG00000276633	0	3	0	0	0	0	3	5	2	0
ENSG00000276644	7	5	16	54	30	32	6	28	18	38
ENSG00000276649	0	0	6	0	4	0	0	1	2	0
ENSG00000276651	1	3	1	0	0	7	0	1	0	0
ENSG00000276664	19	20	39	26	40	26	24	39	18	48
ENSG00000276672	14	11	12	2	3	16	18	10	14	14
ENSG00000276675	3	0	5	5	0	7	4	1	20	1
ENSG00000276698	16	5	0	0	4	6	7	0	6	2
ENSG00000276699	11	6	0	1	10	0	4	11	5	16
ENSG00000276704	5	1	2	0	0	2	0	1	2	2
ENSG00000276710	9	0	6	0	5	5	1	0	0	0
ENSG00000276712	4	0	2	2	3	4	1	4	7	6
ENSG00000276718	9	5	6	16	9	16	7	12	10	9
ENSG00000276724	11	7	16	8	0	6	3	3	3	13
ENSG00000276728	11	9	5	8	4	6	9	6	3	5
ENSG00000276729	0	0	5	6	1	0	1	0	1	0
ENSG00000276747	0	0	10	0	0	15	1	0	2	0
ENSG00000276754	0	4	3	7	8	4	8	3	0	4
ENSG00000276757	0	2	3	0	1	0	4	4	4	3
ENSG00000276771	0	2	0	0	0	3	0	2	0	4
ENSG00000276791	0	6	11	5	12	5	10	16	0	2
ENSG00000276805	101	61	62	84	67	105	131	109	125	93
ENSG00000276809	19	10	7	9	21	8	4	7	13	10
ENSG00000276814	13	10	6	8	1	12	3	8	2	12
ENSG00000276819	22	56	8	35	77	16	50	59	20	61
ENSG00000276823	1	1	3	0	10	3	4	5	0	0
ENSG00000276830	3	0	0	0	1	0	2	5	0	0
ENSG00000276840	44	42	49	43	29	34	35	48	11	76
ENSG00000276846	0	6	2	0	6	4	8	6	6	4
ENSG00000276853	56	26	35	13	16	14	14	23	13	27
ENSG00000276867	14	16	11	3	3	6	10	16	2	10
ENSG00000276900	10	15	11	10	20	7	19	20	16	15
ENSG00000276903	5	2	7	3	18	4	13	12	4	6
ENSG00000276926	0	0	0	0	0	4	2	1	2	6
ENSG00000276931	0	11	10	0	10	0	1	8	6	11
ENSG00000276950	0	2	0	0	3	0	0	1	1	0
ENSG00000276952	2	13	9	0	3	10	2	5	4	4
ENSG00000276953	168	235	73	157	457	315	329	309	162	194
ENSG00000276961	0	0	2	2	0	2	0	1	6	1
ENSG00000276965	41	0	21	15	46	13	56	58	8	24
ENSG00000276966	3	13	1	34	6	8	17	20	4	5
ENSG00000276968	0	2	3	6	2	0	0	1	10	3
ENSG00000276975	0	2	0	0	1	0	2	0	0	67
ENSG00000276991	0	13	0	0	17	0	5	42	0	0
ENSG00000276997	83	88	67	57	92	85	86	93	38	78
ENSG00000277007	0	4	0	0	3	0	2	1	8	5
ENSG00000277013	0	3	5	0	5	0	2	8	0	5
ENSG00000277027	59	0	98	71	63	66	0	185	71	135
ENSG00000277034	2	0	3	8	0	0	0	4	3	4
ENSG00000277043	0	0	0	1	0	2	0	0	2	2
ENSG00000277047	0	5	1	2	1	1	0	0	0	0
ENSG00000277051	3	0	4	0	0	0	1	2	0	0
ENSG00000277053	1103	798	973	435	678	607	616	587	974	971
ENSG00000277072	123	138	60	139	136	106	104	135	99	79
ENSG00000277075	66	71	41	13	78	30	100	70	23	25
ENSG00000277089	9	29	11	31	26	37	52	86	11	77
ENSG00000277103	0	0	3	0	1	0	3	0	6	0
ENSG00000277108	7	2	4	0	0	0	0	4	1	0
ENSG00000277117	0	34	69	81	56	85	32	13	85	68
ENSG00000277127	11	3	2	0	0	2	0	3	0	3
ENSG00000277128	0	13	4	0	0	0	1	1	1	4
ENSG00000277130	32	59	47	19	14	36	7	23	5	29
ENSG00000277136	3	3	8	0	0	6	0	3	0	0
ENSG00000277144	0	2	5	0	1	1	1	0	7	2
ENSG00000277147	676	372	470	459	367	599	311	485	674	505
ENSG00000277149	46	55	67	41	78	77	53	108	35	99
ENSG00000277150	0	0	3	562	529	693	378	0	168	98
ENSG00000277151	8	23	18	16	7	17	2	5	12	18
ENSG00000277157	3	0	0	0	6	3	6	3	6	5
ENSG00000277159	19	7	8	0	5	0	11	2	8	3
ENSG00000277161	67	34	47	36	65	72	28	60	75	51
ENSG00000277168	0	0	2	0	2	0	0	2	0	2
ENSG00000277170	18	4	4	5	4	4	2	3	1	3
ENSG00000277203	898	358	619	145	275	245	135	739	535	581
ENSG00000277209	16	30	30	15	13	7	34	31	9	20
ENSG00000277214	0	1	0	0	0	2	0	0	4	4
ENSG00000277224	14	25	20	7	24	7	23	23	8	21
ENSG00000277232	5	0	1	2	1	0	1	0	0	1
ENSG00000277258	3	5	2	0	8	10	7	17	4	5
ENSG00000277283	43	66	23	22	52	33	57	42	40	40
ENSG00000277287	8	18	9	0	6	10	21	15	20	13
ENSG00000277297	0	2	4	0	0	7	5	4	0	6
ENSG00000277301	0	2	6	3	2	4	1	7	1	4
ENSG00000277310	2	0	1	0	5	3	0	1	5	3
ENSG00000277324	15	6	2	0	8	5	5	12	4	7
ENSG00000277342	0	0	1	1	1	4	0	0	3	3
ENSG00000277363	11	0	12	17	37	3	2	14	2	8
ENSG00000277368	7	2	6	0	8	7	4	5	4	3
ENSG00000277369	0	2	0	0	4	5	4	9	0	9
ENSG00000277400	8	25	15	11	0	4	0	12	2	31
ENSG00000277402	15	1	2	0	7	4	6	7	5	3
ENSG00000277406	66	50	59	6	31	30	80	31	46	22
ENSG00000277423	11	7	5	35	22	18	8	10	14	12
ENSG00000277437	0	0	0	0	1	1	1	2	0	0
ENSG00000277443	118	57	134	290	97	180	32	55	212	48
ENSG00000277448	0	0	2	0	3	0	5	2	0	2
ENSG00000277449	6	5	3	6	4	11	12	7	12	5
ENSG00000277450	0	3	0	4	3	2	1	6	4	0
ENSG00000277452	27	6	3	0	8	6	7	3	35	4
ENSG00000277458	0	0	2	0	0	9	7	0	17	0
ENSG00000277462	10	24	7	10	17	4	14	5	11	11
ENSG00000277473	6	4	2	0	1	1	8	3	1	1
ENSG00000277476	62	29	55	46	67	55	82	76	114	73
ENSG00000277491	2	1	0	2	6	2	7	3	0	0
ENSG00000277496	0	7	4	0	14	5	21	18	5	11
ENSG00000277502	3	9	0	11	21	16	13	12	12	3
ENSG00000277511	35	25	7	15	14	11	7	17	16	20
ENSG00000277531	7	1	1	0	0	2	4	4	4	1
ENSG00000277534	5	6	4	0	7	9	5	3	4	9
ENSG00000277539	2	1	1	0	0	1	0	1	3	1
ENSG00000277545	0	6	5	4	7	1	0	3	1	1
ENSG00000277548	0	1	2	0	3	0	3	0	0	0
ENSG00000277550	3	5	6	0	0	2	0	7	3	3
ENSG00000277558	0	10	5	0	1	0	1	1	5	5
ENSG00000277561	0	4	0	0	2	0	5	4	7	6
ENSG00000277566	1	2	0	7	1	0	6	3	0	2
ENSG00000277579	0	1	0	0	0	0	2	3	4	0
ENSG00000277581	0	1	5	0	4	1	3	0	2	0
ENSG00000277586	32	28	14	18	16	52	43	5	67	17
ENSG00000277589	17	2	7	0	7	7	3	5	5	12
ENSG00000277595	7	16	13	0	16	10	6	5	9	4
ENSG00000277599	15	46	15	25	61	17	26	31	24	25
ENSG00000277605	0	13	7	3	0	3	3	2	0	5
ENSG00000277610	2	3	2	0	0	2	0	1	6	2
ENSG00000277632	693	223	963	710	315	960	276	597	1285	483
ENSG00000277635	0	0	0	6	5	8	8	0	0	3
ENSG00000277639	0	2	0	2	11	2	0	1	5	23
ENSG00000277654	0	0	2	0	2	4	3	0	2	2
ENSG00000277655	0	2	1	0	0	0	5	3	0	0
ENSG00000277662	7	1	0	0	0	3	2	0	0	2
ENSG00000277677	0	0	0	0	1	2	0	2	5	0
ENSG00000277687	15	24	7	7	0	4	6	3	20	4
ENSG00000277694	2	7	0	6	4	4	6	3	3	4
ENSG00000277701	126	125	158	155	151	192	180	90	95	113
ENSG00000277702	82	12	49	0	105	0	0	0	0	48
ENSG00000277728	8	1	2	7	7	5	6	4	1	2
ENSG00000277734	11712	8894	7578	5480	14826	10666	15537	15022	7739	13371
ENSG00000277738	9	1	1	0	1	5	0	3	10	0
ENSG00000277744	0	0	0	0	0	0	3	2	10	2
ENSG00000277758	0	0	24	51	47	97	106	51	43	81
ENSG00000277759	4	0	0	8	4	0	3	0	0	0
ENSG00000277763	2	0	0	0	1	0	3	0	0	7
ENSG00000277767	9	44	30	22	27	33	19	14	6	35
ENSG00000277771	0	0	0	0	0	6	2	1	0	7
ENSG00000277775	0	0	1	0	0	0	1	5	6	0
ENSG00000277778	2	6	6	5	4	0	13	9	0	14
ENSG00000277782	0	3	4	5	3	0	4	3	16	1
ENSG00000277791	1217	656	1022	1109	1413	1375	986	929	1130	1459
ENSG00000277825	5	0	0	0	2	3	0	1	2	0
ENSG00000277846	0	1	0	5	0	5	0	0	0	1
ENSG00000277851	0	4	6	3	3	8	8	2	5	11
ENSG00000277865	7	2	1	18	4	1	0	3	2	5
ENSG00000277867	9	4	0	0	10	0	0	0	5	0
ENSG00000277873	1	5	0	0	0	7	0	4	16	2
ENSG00000277879	14	4	42	12	8	17	18	12	21	13
ENSG00000277892	28	6	5	29	11	22	7	8	18	13
ENSG00000277893	2	5	0	4	6	2	0	0	0	0
ENSG00000277895	9	4	1	0	0	0	3	2	0	0
ENSG00000277900	0	0	0	2	0	0	1	1	0	1
ENSG00000277901	0	1	3	0	1	6	2	2	7	2
ENSG00000277911	4	3	2	0	8	4	3	0	0	6
ENSG00000277914	0	1	0	0	0	3	1	1	3	0
ENSG00000277916	3	4	14	6	8	0	0	0	0	0
ENSG00000277918	5	0	0	0	17	11	0	0	21	0
ENSG00000277925	0	1	0	0	1	0	1	2	0	0
ENSG00000277938	6	2	2	0	4	11	8	6	4	10
ENSG00000277941	18	8	13	11	34	22	4	37	12	28
ENSG00000277942	3	3	14	21	19	14	11	4	18	6
ENSG00000277947	3	10	5	18	7	0	0	8	0	0
ENSG00000277948	5	9	1	5	3	4	0	1	2	0
ENSG00000277954	12	5	4	0	10	21	9	5	15	2
ENSG00000277957	17	27	14	76	5	36	6	25	35	35
ENSG00000277959	4	0	0	0	0	0	0	1	2	3
ENSG00000277967	0	12	17	13	0	7	0	10	0	7
ENSG00000277969	87	94	52	73	91	67	100	84	49	80
ENSG00000277971	0	2	11	0	0	0	2	0	8	0
ENSG00000277972	36	66	67	68	94	66	146	131	69	77
ENSG00000277985	23	27	25	22	23	19	39	49	10	35
ENSG00000277986	72	18	66	59	45	37	62	83	35	59
ENSG00000277991	0	23	0	4	5	2	0	0	0	2
ENSG00000277998	393	511	401	640	423	598	380	465	444	713
ENSG00000277999	0	3	1	0	0	0	3	10	0	2
ENSG00000278000	4	2	10	13	9	11	0	7	2	4
ENSG00000278002	6	9	8	7	4	7	9	22	17	1
ENSG00000278007	0	3	2	2	0	0	6	2	2	5
ENSG00000278017	0	5	4	3	6	7	1	6	0	2
ENSG00000278022	2	0	5	0	0	5	0	2	9	4
ENSG00000278023	4	15	12	5	2	0	1	1	2	1
ENSG00000278030	280	207	55	129	483	252	291	571	97	259
ENSG00000278034	8	6	1	3	4	1	11	6	4	4
ENSG00000278040	3	1	0	0	2	0	0	2	4	0
ENSG00000278041	0	2	6	0	0	0	0	1	0	3
ENSG00000278053	320	322	223	245	454	315	262	354	276	237
ENSG00000278058	9	15	3	7	10	4	10	5	2	13
ENSG00000278071	0	2	3	0	0	0	5	2	2	0
ENSG00000278090	0	2	5	0	4	2	0	4	0	0
ENSG00000278107	3	1	3	4	3	27	5	3	5	8
ENSG00000278126	13	6	8	33	3	19	10	9	9	12
ENSG00000278129	146	64	148	157	153	250	123	171	136	166
ENSG00000278133	51	60	77	47	50	94	73	65	78	91
ENSG00000278144	0	4	0	0	0	3	7	5	0	0
ENSG00000278151	0	3	0	0	2	5	1	0	0	0
ENSG00000278156	5	5	0	0	5	7	3	0	15	2
ENSG00000278175	7	1	5	0	10	7	13	11	6	13
ENSG00000278192	0	0	0	0	8	3	3	1	2	1
ENSG00000278195	0	2	2	0	6	2	8	8	0	8
ENSG00000278202	7	11	8	0	26	0	11	4	0	0
ENSG00000278206	0	6	2	3	6	6	1	7	4	2
ENSG00000278212	11	5	0	13	1	1	0	1	3	1
ENSG00000278214	9	11	1	3	7	1	3	6	0	3
ENSG00000278217	140	60	111	89	160	103	95	52	134	73
ENSG00000278231	75	37	34	34	48	50	37	24	12	47
ENSG00000278233	77	112	89	119	84	97	192	130	81	60
ENSG00000278238	5	0	0	4	9	4	7	5	1	2
ENSG00000278239	6	1	0	0	0	6	4	0	0	7
ENSG00000278249	0	37	22	13	23	17	0	0	25	30
ENSG00000278250	4	10	3	0	6	0	1	1	5	2
ENSG00000278254	0	0	0	1	0	2	2	1	0	0
ENSG00000278259	399	284	209	353	377	355	464	461	257	242
ENSG00000278267	5	0	0	0	0	3	1	0	0	4
ENSG00000278274	0	1	6	3	0	0	0	3	0	0
ENSG00000278291	0	8	3	5	6	7	7	7	3	7
ENSG00000278301	114	273	196	103	130	98	107	56	124	87
ENSG00000278311	816	692	578	448	586	641	453	642	611	517
ENSG00000278318	7	1	3	0	1	0	5	2	9	1
ENSG00000278330	0	8	2	3	11	3	3	0	1	1
ENSG00000278338	1	0	4	126	87	0	0	10	0	0
ENSG00000278341	8	9	10	28	11	9	12	14	9	7
